url,nome,categoria,pagina,data_coleta
https://www.paodeacucar.com/produto/144194/chocolate-em-po-nestle-dois-frades-200g,chocolate em po nestle dois frades 200g,Doces e Sobremesas,2,2025-06-22T03:17:29.539861
https://www.paodeacucar.com/produto/69833/wafer-recheado-de-chocolate-lacta-amandita-200g,wafer recheado de chocolate lacta amandita 200g,Doces e Sobremesas,2,2025-06-22T03:17:29.539867
https://www.paodeacucar.com/produto/100181/amido-de-milho-maizena--tradicional-200g,amido de milho maizena  tradicional 200g,Doces e Sobremesas,2,2025-06-22T03:17:29.539872
https://www.paodeacucar.com/produto/175499/bombom-wafer-kinder-bueno-white-pacote-39g-2-unidades,bombom wafer kinder bueno white pacote 39g 2 unidades,Doces e Sobremesas,2,2025-06-22T03:17:29.539878
"https://www.paodeacucar.com/produto/344328/bis-oreo-(wafer-recheado-e-com-cobertura-sabor-chocolate-branco)-100,8g","bis oreo (wafer recheado e com cobertura sabor chocolate branco) 100,8g",Doces e Sobremesas,2,2025-06-22T03:17:29.539883
https://www.paodeacucar.com/produto/1568242/chocolate-branco-cookies-n-creme-hersheys-pacote-77g,chocolate branco cookies n creme hersheys pacote 77g,Doces e Sobremesas,2,2025-06-22T03:17:29.539888
https://www.paodeacucar.com/produto/1631225/chocolate-ao-leite-surpresa-pacote-20g,chocolate ao leite surpresa pacote 20g,Doces e Sobremesas,2,2025-06-22T03:17:29.539894
https://www.paodeacucar.com/produto/1462253/chocolate-ao-leite-nestle-classic-tablete-80g,chocolate ao leite nestle classic tablete 80g,Doces e Sobremesas,2,2025-06-22T03:17:29.539899
https://www.paodeacucar.com/produto/73198/chocolate-frances-amargo-70-cacau-lindt-excellence-100g,chocolate frances amargo 70 cacau lindt excellence 100g,Doces e Sobremesas,2,2025-06-22T03:17:29.539905
https://www.paodeacucar.com/produto/1575887/chocotrio-nestle-cookies-e-cream-90g,chocotrio nestle cookies e cream 90g,Doces e Sobremesas,2,2025-06-22T03:17:29.539910
https://www.paodeacucar.com/produto/670161/bis-xtra-black-(wafer-recheado-e-com-cobertura-sabor-chocolate-meio-amargo)-45g,bis xtra black (wafer recheado e com cobertura sabor chocolate meio amargo) 45g,Doces e Sobremesas,2,2025-06-22T03:17:29.539915
"https://www.paodeacucar.com/produto/391834/chocolate-kitkat-4-fingers-white-41,5g","chocolate kitkat 4 fingers white 41,5g",Doces e Sobremesas,2,2025-06-22T03:17:29.539919
https://www.paodeacucar.com/produto/1550458/chocolate-80-cacau-tradicional-hersheys-special-dark-pacote-85g,chocolate 80 cacau tradicional hersheys special dark pacote 85g,Doces e Sobremesas,2,2025-06-22T03:17:29.539924
https://www.paodeacucar.com/produto/459286/chocolate-ao-leite-milka-daim-100g,chocolate ao leite milka daim 100g,Doces e Sobremesas,2,2025-06-22T03:17:29.539929
https://www.paodeacucar.com/produto/470380/nutella-b-ready-wafer-recheado-22g,nutella b ready wafer recheado 22g,Doces e Sobremesas,2,2025-06-22T03:17:29.539934
https://www.paodeacucar.com/produto/568602/barra-de-chocolate-hersheys-special-dark-tradicional-73-com-85g,barra de chocolate hersheys special dark tradicional 73 com 85g,Doces e Sobremesas,2,2025-06-22T03:17:29.539939
"https://www.paodeacucar.com/produto/433152/caixa-de-variedades-lacta-favoritos-250,6g","caixa de variedades lacta favoritos 250,6g",Doces e Sobremesas,2,2025-06-22T03:17:29.539944
https://www.paodeacucar.com/produto/47053/chocolate-ao-leite-nougat-de-mel-e-amendoas-toblerone-caixa-100g,chocolate ao leite nougat de mel e amendoas toblerone caixa 100g,Doces e Sobremesas,2,2025-06-22T03:17:29.539949
